"term","year","estimate","std_error","t_stat","p_value","ci_low","ci_high","period"
"ShnatSeker::2017:Mother",2017,0.00279569252278581,0.0046914900530131,0.595907161945335,0.551239417402721,-0.00639963799794685,0.0119910230435185,"Pre"
"ShnatSeker::2018:Mother",2018,0.00396911450596415,0.00382367561335527,1.03803640980968,0.299257140744205,-0.00352529786016363,0.0114635268720919,"Pre"
"ShnatSeker::2021:Mother",2021,0.00174593346838912,0.00498587109586983,0.350176214911655,0.726207641882441,-0.00802638452487734,0.0115182514616556,"Post"
"ShnatSeker::2022:Mother",2022,0.00559742385626481,0.0050270379817664,1.11346360949873,0.265513673007529,-0.00425558132125458,0.0154504290337842,"Post"
"ShnatSeker::2023:Mother",2023,0.00410659623690773,0.00500603549609035,0.820329028852258,0.412031706580439,-0.00570524402384409,0.0139184364976595,"Post"
